Issue Date and Time,State,Plate ID,Division,Location,Location Standardized,Coordinates,Violation Description,Fine,Issuing Agency,Violation Location
01/20/2012 01:01:00 PM,PA,941025,,1600 HELLERM,,,EXPIRED INSPECTION,$41.00,PPA,
01/20/2012 01:03:00 PM,GA,85397,,1600 HELLERM,,,STOPPING PROHIBITED,$51.00,PPA,
01/20/2012 01:16:00 PM,PA,820274,,7200 REVERE,"7200 REVERE ST, 19149","(40.0429061558,-75.0539359043)",METER EXPIRED,$26.00,PPA,"(40.0429061558, -75.0539359043)"
01/20/2012 01:21:00 PM,PA,761014,,7300 ROWLAND,"7300 ROWLAND AVE, 19136","(40.0397762798,-75.0454926611)",BUS ONLY ZONE,$51.00,PPA,"(40.0397762798, -75.0454926611)"
01/20/2012 01:32:00 PM,PA,1064929,,8300 STATE,"8300 STATE RD, 19136","(40.035487907,-75.0141512199)",BUS ONLY ZONE,$51.00,PPA,"(40.035487907, -75.0141512199)"
01/20/2012 01:38:00 PM,PA,1009766,,4200 RHAWN,"4200 RHAWN ST, 19136","(40.0397248449,-75.0274452033)",EXPIRED INSPECTION,$41.00,PPA,"(40.0397248449, -75.0274452033)"
01/20/2012 01:45:00 PM,PA,687146,,7200 BUSTLET,,,BUS ONLY ZONE,$51.00,PPA,
01/20/2012 01:52:00 PM,PA,931977,,2000 ENGLEWO,,,EXPIRED INSPECTION,$41.00,PPA,
01/20/2012 02:09:00 PM,PA,1066245,,6400 RISING,,,METER EXPIRED,$26.00,PPA,
01/20/2012 12:00:00 AM,PA,936821,,6400 RISING,,,METER EXPIRED,$26.00,PPA,
03/20/2012 11:05:00 AM,NJ,396507,05,1530 NEWPORT,,,BLOCKING DRIVEWAY,$51.00,TEMPLE,
05/09/2012 12:55:00 PM,PA,1643438,11,1500 N 15TH,"1500 N 15TH ST, 19121","(39.9767815125,-75.1600194332)",PRIVATE PROPERTY,$26.00,TEMPLE,"(39.9767815125, -75.1600194332)"
10/03/2012 10:00:00 AM,PA,991974,05,1850 N 15TH,"1850 N 15TH ST, 19121","(39.9811764942,-75.159057818)",PARKING PROHBITED,$41.00,TEMPLE,"(39.9811764942, -75.159057818)"
10/16/2012 10:55:00 AM,PA,629934,05,1850 N 15TH,"1850 N 15TH ST, 19121","(39.9811764942,-75.159057818)",PARKING PROHBITED,$41.00,PENN,"(39.9811764942, -75.159057818)"
10/16/2012 10:55:00 AM,PA,680174,05,1850 N 15TH,"1850 N 15TH ST, 19121","(39.9811764942,-75.159057818)",PARKING PROHBITED,$41.00,PENN,"(39.9811764942, -75.159057818)"
10/17/2012 09:40:00 AM,PA,1144397,05,1850 N 15TH,"1850 N 15TH ST, 19121","(39.9811764942,-75.159057818)",PARKING PROHBITED,$41.00,PENN,"(39.9811764942, -75.159057818)"
10/17/2012 09:40:00 AM,PA,985021,05,1850 N 15TH,"1850 N 15TH ST, 19121","(39.9811764942,-75.159057818)",PARKING PROHBITED,$41.00,PENN,"(39.9811764942, -75.159057818)"
10/17/2012 01:40:00 PM,PA,654072,05,2100 N PARK,"2100 N PARK AVE, 19122","(39.9853209306,-75.1551429927)",BLOCKING DRIVEWAY,$51.00,PENN,"(39.9853209306, -75.1551429927)"
12/03/2012 11:15:00 AM,PA,1283464,22,2100 N PARK,"2100 N PARK AVE, 19122","(39.9853209306,-75.1551429927)",BLOCKING DRIVEWAY,$51.00,TEMPLE,"(39.9853209306, -75.1551429927)"
12/11/2012 10:55:00 AM,NJ,262287,05,1531 N 15TH,"1531 N 15TH ST, 19121","(39.9767815125,-75.1600194332)",PARKING PROHBITED,$41.00,TEMPLE,"(39.9767815125, -75.1600194332)"
01/29/2013 10:10:00 AM,PA,1120706,05,2000 N MARVI,,,FIRE HYDRANT,$76.00,TEMPLE,
01/29/2013 10:10:00 AM,PA,917972,00,2000 N MARVI,,,FIRE HYDRANT,$76.00,TEMPLE,
03/26/2013 08:20:00 AM,PA,1261967,05,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982669015, -75.1587320743)"
03/26/2013 08:20:00 AM,MD,137365,05,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982669015, -75.1587320743)"
03/26/2013 08:20:00 AM,PA,872854,05,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982669015, -75.1587320743)"
03/26/2013 08:20:00 AM,FL,80813,05,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982669015, -75.1587320743)"
03/26/2013 08:20:00 AM,PA,663438,05,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982669015, -75.1587320743)"
03/26/2013 08:20:00 AM,PA,827790,05,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982669015, -75.1587320743)"
03/28/2013 01:50:00 AM,PA,1155094,05,1600 N BROAD,"1600 N BROAD ST, 19121","(39.977995157,-75.1580776256)",HP RESERVED SPACE,$301.00,TEMPLE,"(39.977995157, -75.1580776256)"
12/07/2014 01:05:00 AM,PA,1504444,05,2117 CARLISL,,,SIDEWALK,$51.00,TEMPLE,
01/11/2012 08:00:00 PM,NY,486437,05,1920 N 12TH,"1920 N 12TH ST, 19122","(39.9819542657,-75.1533305416)",STOPPING PROHIBITED,$51.00,POLICE,"(39.9819542657, -75.1533305416)"
11/09/2012 02:05:00 AM,NJ,372237,05,1900 WATTS ST,,,BLOCKING DRIVEWAY,$51.00,TEMPLE,
03/01/2014 02:08:00 AM,PA,678749,05,1314 W ONTAR,,,PARKING PROHBITED,$41.00,TEMPLE,
02/10/2012 12:45:00 PM,PA,754069,05,1775 N 13TH,"1775 N 13TH ST, 19122","(39.9791548298,-75.1555563854)",PARKING PROHBITED,$41.00,TEMPLE,"(39.9791548298, -75.1555563854)"
02/29/2012 11:35:00 AM,PA,986988,05,1200 NORRIS,"1200 W NORRIS ST, 19122","(39.9828207688,-75.1539450617)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9828207688, -75.1539450617)"
03/23/2012 11:38:00 AM,PA,593079,05,1200 W NORRI,,,CROSSWALK,$51.00,TEMPLE,
04/03/2012 10:48:00 AM,PA,1154923,05,1101 W NORRI,,,CORNER CLEARANCE,$51.00,TEMPLE,
05/08/2012 09:55:00 AM,PA,848644,05,1700 N 12TH,"1700 N 12TH ST, 19122","(39.9789511111,-75.1539810277)",BUS ONLY ZONE,$51.00,POLICE,"(39.9789511111, -75.1539810277)"
05/07/2012 10:34:00 AM,PA,650814,05,1300 OXFORD,"1300 W OXFORD ST, 19122","(39.9770614395,-75.1565233068)",LOADING ZONE,$31.00,TEMPLE,"(39.9770614395, -75.1565233068)"
08/29/2012 09:33:00 AM,DE,38414,22,1000 W MONTG,,,PARKING PROHBITED,$41.00,TEMPLE,
08/28/2012 09:35:00 AM,NJ,211119,22,1000 W MONTG,,,PARKING PROHBITED,$41.00,TEMPLE,
08/29/2012 09:45:00 AM,NJ,429625,22,1000 W MONTG,,,PARKING PROHBITED,$41.00,TEMPLE,
09/06/2012 08:50:00 AM,PA,766864,22,1900 N 13TH,"1900 N 13TH ST, 19122","(39.982161842,-75.154899797)",PARKING PROHBITED,$41.00,TEMPLE,"(39.982161842, -75.154899797)"
09/11/2012 11:10:00 AM,PA,1244818,22,1900 N 15TH,"1900 N 15TH ST, 19121","(39.982669015,-75.1587320743)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.982669015, -75.1587320743)"
07/27/2012 02:00:00 AM,NY,468385,22,1300 CBMOORE,"1300 CB MOORE AVE, 19122","(39.9784324992,-75.1562252115)",BLOCKING DRIVEWAY,$51.00,TEMPLE,"(39.9784324992, -75.1562252115)"
07/27/2012 02:00:00 AM,MD,132076,05,1300 CBMOORE,"1300 CB MOORE AVE, 19122","(39.9784324992,-75.1562252115)",LOADING ZONE,$31.00,TEMPLE,"(39.9784324992, -75.1562252115)"
07/27/2012 02:00:00 AM,NJ,195159,22,1300 CBMOORE,"1300 CB MOORE AVE, 19122","(39.9784324992,-75.1562252115)",PASSENGR LOADNG ZONE,$31.00,TEMPLE,"(39.9784324992, -75.1562252115)"
08/26/2012 12:10:00 AM,PA,1075326,22,2123 CARLISL,,,SIDEWALK,$51.00,TEMPLE,
08/26/2012 12:20:00 AM,PA,971982,22,2129 N CARLI,,,SIDEWALK,$51.00,TEMPLE,
08/26/2012 12:05:00 AM,NJ,409334,05,2125 CARLISL,,,SIDEWALK,$51.00,TEMPLE,
08/26/2012 12:10:00 AM,PA,1101997,05,2149 CARLISL,,,SIDEWALK,$51.00,TEMPLE,
08/26/2012 02:45:00 AM,PA,956921,05,2119 CARLISL,,,SIDEWALK,$51.00,TEMPLE,
09/01/2012 12:30:00 AM,MD,147736,05,1400 NORRIS,"1400 W NORRIS ST, 19121","(39.9832776958,-75.1573873356)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9832776958, -75.1573873356)"
09/08/2012 02:39:00 AM,PA,895616,00,1400 W NORRI,,,CORNER CLEARANCE,$51.00,TEMPLE,
09/14/2012 01:15:00 AM,PA,651445,05,1420 DIAMOND,"1420 DIAMOND ST, 19121","(39.9847873146,-75.1570708379)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9847873146, -75.1570708379)"
04/17/2013 01:10:00 AM,MA,110331,05,1400 NORRIS,"1400 W NORRIS ST, 19121","(39.9832776958,-75.1573873356)",SIDEWALK,$51.00,TEMPLE,"(39.9832776958, -75.1573873356)"
04/17/2013 01:15:00 AM,NJ,325489,05,1402 NORRIS,"1402 W NORRIS ST, 19121","(39.9832776958,-75.1573873356)",SIDEWALK,$51.00,TEMPLE,"(39.9832776958, -75.1573873356)"
05/04/2013 02:10:00 AM,PA,878079,05,1250 W NORRI,,,SIDEWALK,$51.00,TEMPLE,
08/22/2013 10:20:00 PM,PA,1422814,05,2029 N BROAD,"2029 N BROAD ST, 19122","(39.9839605009,-75.156764844)",BLOCKING DRIVEWAY,$51.00,TEMPLE,"(39.9839605009, -75.156764844)"
02/17/2015 12:13:00 PM,PA,1432496,05,1302 W MONTG,,,STOPPING PROHIBITED,$51.00,TEMPLE,
02/23/2015 10:26:00 AM,PA,1398293,05,1210 W MONTG,,,STOPPING PROHIBITED,$51.00,TEMPLE,
12/17/2014 11:55:00 AM,FL,76829,05,1251 CB MOOR,,,FIRE HYDRANT,$76.00,TEMPLE,
04/23/2012 03:47:00 PM,PA,782737,05,1017 W OXFOR,"1017 W OXFORD ST, 19122","(39.9765349674,-75.1524572294)",BLOCKING DRIVEWAY,$51.00,TEMPLE,"(39.9765349674, -75.1524572294)"
10/06/2012 02:07:00 AM,PA,597571,05,1535 N 15TH,"1535 N 15TH ST, 19121","(39.9767815125,-75.1600194332)",BLOCKING DRIVEWAY,$51.00,PENN,"(39.9767815125, -75.1600194332)"
11/08/2013 12:20:00 PM,NJ,214465,05,1600 PARK AV,"1600 N PARK AVE, 19122","(39.9778105379,-75.1568961473)",STOPPING PROHIBITED,$51.00,TEMPLE,"(39.9778105379, -75.1568961473)"
02/27/2014 10:48:00 AM,PA,1292847,05,2000 ALDER ST,"2000 ALTER ST, 19146","(39.9386302369,-75.1773993615)",SIDEWALK,$51.00,TEMPLE,"(39.9386302369, -75.1773993615)"
02/27/2014 11:00:00 AM,IL,92842,05,2000 ALDER ST,"2000 ALTER ST, 19146","(39.9386302369,-75.1773993615)",SIDEWALK,$51.00,TEMPLE,"(39.9386302369, -75.1773993615)"
06/11/2014 11:56:00 AM,PA,1213102,05,1300 W NORRI,,,FIRE HYDRANT,$76.00,TEMPLE,
09/10/2014 09:52:00 AM,PA,1393119,05,2000 BROAD ST,"2000 S BROAD ST, 19145","(39.9249716082,-75.1696229501)",BLOCKING DRIVEWAY,$51.00,TEMPLE,"(39.9249716082, -75.1696229501)"
12/11/2014 12:55:00 PM,PA,1024659,05,1400 MONTGOM,,,BLOCKING DRIVEWAY,$51.00,PENN,
02/04/2015 10:10:00 AM,NJ,293124,05,1500 N 13TH,"1500 N 13TH ST, 19122","(39.9762833666,-75.1561544182)",PARKING PROHBITED,$0.00,TEMPLE,"(39.9762833666, -75.1561544182)"
02/04/2015 10:10:00 AM,NJ,293124,05,1500 N 13TH,"1500 N 13TH ST, 19122","(39.9762833666,-75.1561544182)",PARKING PROHBITED,$41.00,TEMPLE,"(39.9762833666, -75.1561544182)"
02/04/2015 10:20:00 AM,PA,1504409,05,1500 N 13TH,"1500 N 13TH ST, 19122","(39.9762833666,-75.1561544182)",PARKING PROHBITED,$41.00,TEMPLE,"(39.9762833666, -75.1561544182)"
10/10/2014 12:04:00 PM,PA,1424636,05,1700 13TH,"1700 S 13TH ST, 19148","(39.9286788364,-75.1665794256)",STOPPING PROHIBITED,$51.00,TEMPLE,"(39.9286788364, -75.1665794256)"
10/30/2014 12:14:00 PM,PA,1376896,05,1801 N 11TH,"1801 N 11TH ST, 19122","(39.9802788807,-75.1520795969)",STOPPING PROHIBITED,$51.00,TEMPLE,"(39.9802788807, -75.1520795969)"
11/12/2014 09:55:00 AM,PA,1460271,05,1450 W ONTAR,,,BLOCKING DRIVEWAY,$51.00,TEMPLE,
11/12/2014 09:56:00 AM,NJ,188884,05,1450 W ONTAR,,,BLOCKING DRIVEWAY,$51.00,TEMPLE,
11/12/2014 10:15:00 AM,PA,1260159,05,1450 W ONTAR,,,DOUBLE PARKED,$51.00,TEMPLE,
11/17/2014 08:47:00 AM,PA,1473066,05,1100 W MONTG,,,LOADING ZONE,$31.00,TEMPLE,
07/17/2013 09:26:00 AM,PA,1681203,00,1500 NORRIS,"1500 W NORRIS ST, 19121","(39.9835251689,-75.1593572856)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9835251689, -75.1593572856)"
07/17/2013 09:30:00 AM,PA,544849,00,1500 NORRIS,"1500 W NORRIS ST, 19121","(39.9835251689,-75.1593572856)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9835251689, -75.1593572856)"
07/31/2013 12:27:00 PM,WV,1770373,11,1215 DIAMOND,"1215 DIAMOND ST, 19122","(39.9843413834,-75.1540184015)",FIRE HYDRANT,$76.00,TEMPLE,"(39.9843413834, -75.1540184015)"
08/07/2013 09:30:00 AM,PA,516868,11,3200 PARK AV,"3200 N PARK AVE, 19140","(40.0022235678,-75.1514511992)",PARKING PROHBITED,$41.00,TEMPLE,"(40.0022235678, -75.1514511992)"
09/06/2013 11:35:00 AM,MD,142860,05,1300 NORRIS,"1300 W NORRIS ST, 19122","(39.9829803313,-75.155174402)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9829803313, -75.155174402)"
09/19/2013 10:07:00 AM,PA,1421603,11,2100 PARK AV,"2100 N PARK AVE, 19122","(39.9853209306,-75.1551429927)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9853209306, -75.1551429927)"
09/19/2013 11:30:00 AM,NJ,273146,11,2100 N 12TH,"2100 N 12TH ST, 19122","(39.9849948337,-75.152662856)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9849948337, -75.152662856)"
09/19/2013 11:32:00 AM,PA,790078,11,1100 DIAMOND,"1100 DIAMOND ST, 19122","(39.9840315178,-75.1516587223)",FIRE HYDRANT,$76.00,TEMPLE,"(39.9840315178, -75.1516587223)"
09/19/2013 12:15:00 PM,MD,148853,11,2100 N 11TH,"2100 N 11TH ST, 19122","(39.9847891079,-75.1510906829)",CORNER CLEARANCE,$51.00,TEMPLE,"(39.9847891079, -75.1510906829)"
09/19/2013 12:31:00 PM,PA,1323729,11,1100 DIAMOND,"1100 DIAMOND ST, 19122","(39.9840315178,-75.1516587223)",FIRE HYDRANT,$76.00,TEMPLE,"(39.9840315178, -75.1516587223)"
10/09/2013 01:00:00 PM,PA,847391,11,1200 MONTGOM,,,PARKING PROHBITED,$41.00,TEMPLE,
10/12/2013 09:04:00 AM,PA,853090,11,1600 N 13TH,"1600 N 13TH ST, 19122","(39.9776834008,-75.155852371)",FIRE HYDRANT,$76.00,TEMPLE,"(39.9776834008, -75.155852371)"
10/12/2013 10:59:00 AM,NY,462798,11,1400 JEFFERS,,,CORNER CLEARANCE,$51.00,TEMPLE,
10/25/2013 12:35:00 PM,PA,675645,11,1600 PARK AV,"1600 N PARK AVE, 19122","(39.9778105379,-75.1568961473)",STOPPING PROHIBITED,$51.00,TEMPLE,"(39.9778105379, -75.1568961473)"
10/28/2013 01:40:00 PM,PA,786740,11,1100 NORRIS,"1100 W NORRIS ST, 19122","(39.9825710496,-75.1519807595)",CROSSWALK,$51.00,TEMPLE,"(39.9825710496, -75.1519807595)"
02/15/2012 12:17:00 AM,PA,528847,02,1825 N 17TH,"1825 N 17TH ST, 19121","(39.9815844431,-75.1622071845)",BLOCKNG MASS TRANSIT,$101.00,TEMPLE,"(39.9815844431, -75.1622071845)"
04/14/2012 05:00:00 AM,PA,1138948,05,1825 N 16TH,"1825 N 16TH ST, 19121","(39.9813823415,-75.1606349375)",BLOCKNG MASS TRANSIT,$101.00,TEMPLE,"(39.9813823415, -75.1606349375)"
09/06/2012 06:00:00 AM,PA,1014457,22,1580 W MONTG,,,PARKING PROHBITED,$41.00,TEMPLE,
10/03/2012 12:01:00 AM,PA,993766,05,1500 W NORRI,,,CORNER CLEARANCE,$51.00,PENN,
11/10/2012 02:45:00 AM,PA,567566,05,1690 SYDEHAM,,,STOP/BLOCK HIGHWAY,$51.00,TEMPLE,
01/25/2013 12:05:00 AM,NJ,419950,05,1500 W NORRI,,,CORNER CLEARANCE,$51.00,PENN,
01/25/2013 12:05:00 AM,PA,864015,05,1500 W NORRI,,,CORNER CLEARANCE,$51.00,PENN,
11/11/2013 06:45:00 AM,PA,806531,05,1700 12TH ST,"1700 S 12TH ST, 19148","(39.9285272723,-75.1649738938)",PARKING PROHBITED,$41.00,TEMPLE,"(39.9285272723, -75.1649738938)"
03/02/2014 02:00:00 AM,PA,1445682,05,1300 ONTARIO,"1300 W ONTARIO ST, 19140","(40.0044795648,-75.1505042172)",PARKING PROHBITED,$41.00,TEMPLE,"(40.0044795648, -75.1505042172)"
03/01/2014 02:00:00 AM,PA,1484880,05,1300 ONTARIO,"1300 W ONTARIO ST, 19140","(40.0044795648,-75.1505042172)",PARKING PROHBITED,$41.00,TEMPLE,"(40.0044795648, -75.1505042172)"
08/08/2012 08:00:00 PM,PA,909324,,ARROTT & GRI,,,UNREG/ABANDONED VEH,$301.00,PPA,
09/25/2012 10:06:00 PM,PA,924616,,1043 VAN KIR,,,DOUBLE PARKED,$51.00,PPA,
10/20/2012 01:40:00 AM,PA,1587833,,4418 MANAYUNK AVE,"4418 MANAYUNK AVE, 19128","(40.0308946302,-75.2201075956)",UNREG/ABANDONED VEH,$301.00,PPA,"(40.0308946302, -75.2201075956)"
10/20/2012 03:25:00 AM,PA,1652788,,4418 MANAYUNK AVE,"4418 MANAYUNK AVE, 19128","(40.0308946302,-75.2201075956)",UNREG/ABANDONED VEH,$301.00,PPA,"(40.0308946302, -75.2201075956)"
11/14/2012 09:45:00 PM,NJ,297706,,12TH REED ST,"12 REED ST, 19147","(39.9296347853,-75.1429316675)",UNREG/ABANDONED VEH,$301.00,PPA,"(39.9296347853, -75.1429316675)"
11/14/2012 10:34:00 PM,PA,880629,,4711 BALTIMO,"4711 BALTIMORE AVE, 19143","(39.9484952869,-75.2181797644)",UNREG/ABANDONED VEH,$301.00,PPA,"(39.9484952869, -75.2181797644)"
11/26/2012 05:35:00 PM,PA,780700,,7TH FITZWATE,,,UNREG/ABANDONED VEH,$301.00,PPA,
02/11/2014 12:55:00 PM,PA,654057,,1900 S 3RD ST,"1900 S 3RD ST, 19148","(39.9237186484,-75.1503459834)",OVER TIME LIMIT,$26.00,PPA,"(39.9237186484, -75.1503459834)"
02/11/2014 01:25:00 PM,PA,1704013,,300 MCKEAN ST,"300 MCKEAN ST, 19148","(39.9232140945,-75.1512254599)",METER EXPIRED,$26.00,PPA,"(39.9232140945, -75.1512254599)"
02/13/2014 08:34:00 AM,PA,1382155,,427 TASKER ST,"427 TASKER ST, 19148","(39.9284521727,-75.1529190658)",FIRE HYDRANT,$0.00,PPA,"(39.9284521727, -75.1529190658)"
02/13/2014 08:48:00 AM,PA,931677,,1839 S 6TH ST,"1839 S 6TH ST, 19148","(39.9253193605,-75.1560465223)",CROSSWALK,$0.00,PPA,"(39.9253193605, -75.1560465223)"
02/13/2014 08:48:00 AM,PA,931677,,1839 S 6TH ST,"1839 S 6TH ST, 19148","(39.9253193605,-75.1560465223)",CROSSWALK,$0.00,PPA,"(39.9253193605, -75.1560465223)"
02/12/2014 08:48:00 AM,PA,931677,,1839 S 6TH ST,"1839 S 6TH ST, 19148","(39.9253193605,-75.1560465223)",CROSSWALK,$51.00,PPA,"(39.9253193605, -75.1560465223)"
02/12/2014 08:34:00 AM,PA,1382155,,427 TASKER ST,"427 TASKER ST, 19148","(39.9284521727,-75.1529190658)",FIRE HYDRANT,$76.00,PPA,"(39.9284521727, -75.1529190658)"
02/12/2014 09:04:00 AM,PA,929216,,2300 S 4TH ST,"2300 S 4TH ST, 19148","(39.9195806341,-75.1540182461)",FIRE HYDRANT,$76.00,PPA,"(39.9195806341, -75.1540182461)"
02/12/2014 09:07:00 AM,PA,979270,,424 RITNER ST,"424 RITNER ST, 19148","(39.918653627,-75.1550691905)",CORNER CLEARANCE,$51.00,PPA,"(39.918653627, -75.1550691905)"
02/12/2014 09:13:00 AM,PA,754231,,732 W MOYA,,,CORNER CLEARANCE,$51.00,PPA,
02/12/2014 09:15:00 AM,PA,969144,,734 W MOYA,,,CORNER CLEARANCE,$51.00,PPA,
02/12/2014 09:16:00 AM,PA,1663313,,700 WOLF ST,"700 WOLF ST, 19148","(39.920447121,-75.159002068)",CORNER CLEARANCE,$51.00,PPA,"(39.920447121, -75.159002068)"
02/12/2014 09:40:00 AM,SC,1708772,,2118 S 10T,,,CORNER CLEARANCE,$51.00,PPA,
02/12/2014 10:05:00 AM,PA,1170599,,2400 S 7TH ST,"2400 S 7TH ST, 19148","(39.9185398635,-75.1591378379)",PARKING PROHBITED,$41.00,PPA,"(39.9185398635, -75.1591378379)"
02/12/2014 01:01:00 AM,PA,1131675,,2133 S 11T,,,PARKING PROHBITED,$41.00,PPA,
02/12/2014 10:14:00 AM,NJ,263289,,910 W MOYA,,,FIRE HYDRANT,$76.00,PPA,
02/12/2014 10:18:00 AM,PA,630606,,2553 S 6TH ST,"2553 S 6TH ST, 19148","(39.9170936693,-75.1578417626)",PARKING PROHBITED,$41.00,PPA,"(39.9170936693, -75.1578417626)"
02/12/2014 10:46:00 AM,PA,1632523,,500 WATKINS,"500 WATKINS ST, 19148","(39.9270184869,-75.1548561066)",OVER TIME LIMIT,$26.00,PPA,"(39.9270184869, -75.1548561066)"
01/05/2012 04:30:00 AM,PA,862195,,3250 LEHIGH,"3250 W LEHIGH AVE, 19132","(39.9976575745,-75.1833692094)",UNREG/ABANDONED VEH,$301.00,PPA,"(39.9976575745, -75.1833692094)"
01/30/2012 03:20:00 AM,PA,1011238,,4700 BALTIMO,"4700 BALTIMORE AVE, 19143","(39.9484952869,-75.2181797644)",UNREG/ABANDONED VEH,$301.00,PPA,"(39.9484952869, -75.2181797644)"
02/29/2012 04:30:00 AM,PA,1036357,,4850 N BROAD,"4850 N BROAD ST, 19141","(40.0268923796,-75.1473880207)",UNREG/ABANDONED VEH,$301.00,PPA,"(40.0268923796, -75.1473880207)"
06/23/2012 06:58:00 AM,NJ,415761,,4700 UMBRIA,"4700 UMBRIA ST, 19127","(40.0317359866,-75.2312862837)",UNREG/ABANDONED VEH,$301.00,PPA,"(40.0317359866, -75.2312862837)"
06/23/2012 07:09:00 AM,PA,686763,,4700 UMBRIA,"4700 UMBRIA ST, 19127","(40.0317359866,-75.2312862837)",UNREG/ABANDONED VEH,$301.00,PPA,"(40.0317359866, -75.2312862837)"
04/01/2013 03:01:00 AM,PA,869795,,300 HUNTINGD,,,UNREG/ABANDONED VEH,$301.00,PPA,
04/01/2013 03:50:00 AM,NJ,422573,,400 SOMERSET,"400 W SOMERSET ST, 19133","(39.9934662998,-75.1382297085)",UNREG/ABANDONED VEH,$301.00,PPA,"(39.9934662998, -75.1382297085)"
08/29/2013 11:41:00 AM,DE,61838,,4712 UMBRIA,"4712 UMBRIA ST, 19127","(40.0319241897,-75.2317095621)",UNREG/ABANDONED VEH,$301.00,PPA,"(40.0319241897, -75.2317095621)"
09/12/2013 11:46:00 AM,PA,1022004,,1 W EVERG,,,METER EXPIRED,$26.00,PPA,
09/12/2013 12:34:00 PM,PA,1274147,,7205 GERMANT,"7205 GERMANTOWN AVE, 19119","(40.0603176756,-75.1911732178)",METER EXPIRED,$26.00,PPA,"(40.0603176756, -75.1911732178)"
09/12/2013 12:36:00 PM,PA,1034681,,7141 GERMANT,"7141 GERMANTOWN AVE, 19119","(40.0595757666,-75.1905470226)",METER EXPIRED,$26.00,PPA,"(40.0595757666, -75.1905470226)"
12/23/2013 10:24:00 AM,PA,630576,,2600 S CAMAC,"2600 S CAMAC ST, 19148","(39.9170546329,-75.1680576973)",HP RAMP BLOCKED,$76.00,PPA,"(39.9170546329, -75.1680576973)"
12/23/2013 10:33:00 AM,PA,1452345,,22500 S SART,,,PARKING PROHBITED,$41.00,PPA,
12/23/2013 10:38:00 AM,PA,1277077,,1200 RITNER,"1200 RITNER ST, 19148","(39.9202081057,-75.1671020366)",PARKING PROHBITED,$41.00,PPA,"(39.9202081057, -75.1671020366)"
12/23/2013 11:41:00 AM,PA,685497,,2500 S WATTS,"2500 S WATTS ST, 19148","(39.9186826134,-75.1702051282)",OVER TIME LIMIT,$26.00,PPA,"(39.9186826134, -75.1702051282)"
12/23/2013 11:43:00 AM,PA,1217967,,2500 S WATTS,"2500 S WATTS ST, 19148","(39.9186826134,-75.1702051282)",OVER TIME LIMIT,$26.00,PPA,"(39.9186826134, -75.1702051282)"
12/23/2013 11:45:00 AM,PA,1211518,,22500 S WATT,,,OVER TIME LIMIT,$26.00,PPA,
12/23/2013 11:50:00 AM,PA,608105,,2400 S WATTS,"2400 S WATTS ST, 19148","(39.9199291191,-75.1699349575)",OVER TIME LIMIT,$26.00,PPA,"(39.9199291191, -75.1699349575)"
12/23/2013 11:55:00 AM,NJ,424689,,2400 S JUNIP,,,OVER TIME LIMIT,$26.00,PPA,
12/23/2013 12:31:00 PM,PA,669461,,2500 S 12TH,"2500 S 12TH ST, 19148","(39.9183217435,-75.1672275789)",OVER TIME LIMIT,$26.00,PPA,"(39.9183217435, -75.1672275789)"
12/23/2013 12:38:00 PM,PA,1386236,,2600 S ISEMI,,,OVER TIME LIMIT,$26.00,PPA,
12/23/2013 01:56:00 PM,NJ,385857,,2500 WATTS ST,"2500 S WATTS ST, 19148","(39.9186826134,-75.1702051282)",STOPPING PROHIBITED,$51.00,PPA,"(39.9186826134, -75.1702051282)"
12/23/2013 02:13:00 PM,PA,731205,,1300 MOYAMEN,,,FIRE HYDRANT,$76.00,PPA,
12/23/2013 03:04:00 PM,NH,170173,,1300 JACKSON,"1300 JACKSON ST, 19148","(39.9229074087,-75.1681447699)",STOPPING PROHIBITED,$51.00,PPA,"(39.9229074087, -75.1681447699)"
12/24/2013 07:20:00 AM,PA,1412134,,2300 S 12TH,"2300 S 12TH ST, 19148","(39.9212032358,-75.1666049463)",STOPPING PROHIBITED,$51.00,PPA,"(39.9212032358, -75.1666049463)"
